capture_id,entity_id,trip_id,service_date,association_status,association_confidence,association_method,association_evidence,candidate_trip_ids,candidate_entity_ids,rejected_candidate_ids,static_identity_status,counterpart_status
bart_live_20260911_185819,1965162,1965162,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965162""]",[],[],exact,not_applicable
bart_live_20260911_185819,1965705,1965705,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965705""]",[],[],exact,not_applicable
bart_live_20260911_185819,1965706,1965706,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965706""]",[],[],exact,not_applicable
bart_live_20260911_185819,1965707,1965707,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965707""]",[],[],exact,not_applicable
bart_live_20260911_185819,1965662,1965662,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965662""]",[],[],exact,not_applicable
bart_live_20260911_185819,1965708,1965708,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965708""]",[],[],exact,not_applicable
bart_live_20260911_185819,1965663,1965663,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965663""]",[],[],exact,not_applicable
bart_live_20260911_185819,1965709,1965709,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965709""]",[],[],exact,not_applicable
bart_live_20260911_185819,1965664,1965664,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965664""]",[],[],exact,not_applicable
bart_live_20260911_185819,1965665,1965665,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965665""]",[],[],exact,not_applicable
bart_live_20260911_185819,1965703,1965703,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965703""]",[],[],exact,not_applicable
bart_live_20260911_185819,1965666,1965666,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965666""]",[],[],exact,not_applicable
bart_live_20260911_185819,1965704,1965704,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965704""]",[],[],exact,not_applicable
bart_live_20260911_185819,1965667,1965667,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965667""]",[],[],exact,not_applicable
bart_live_20260911_185819,1965799,1965799,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965799""]",[],[],exact,not_applicable
bart_live_20260911_185819,1965859,1965859,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965859""]",[],[],exact,not_applicable
bart_live_20260911_185819,1965800,1965800,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965800""]",[],[],exact,not_applicable
bart_live_20260911_185819,1965801,1965801,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965801""]",[],[],exact,not_applicable
bart_live_20260911_185819,1965854,1965854,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965854""]",[],[],exact,not_applicable
bart_live_20260911_185819,1965802,1965802,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965802""]",[],[],exact,not_applicable
bart_live_20260911_185819,1965855,1965855,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965855""]",[],[],exact,not_applicable
bart_live_20260911_185819,1965803,1965803,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965803""]",[],[],exact,not_applicable
bart_live_20260911_185819,1965856,1965856,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965856""]",[],[],exact,not_applicable
bart_live_20260911_185819,1965857,1965857,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965857""]",[],[],exact,not_applicable
bart_live_20260911_185819,1965858,1965858,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965858""]",[],[],exact,not_applicable
bart_live_20260911_185819,692,692,2026-09-11,operational_telemetry,medium,bart_to_antioch_numeric_namespace_with_same_capture_counterpart_check,"[""numeric_600_799_namespace"",""BART note: BART-to-Antioch trip IDs are not coordinated with schedule trip IDs"",""mandatory electric transfer north of PITT""]",[],"[""1965205"",""1965119"",""1965308"",""1965279"",""1965280"",""1965281"",""1965282"",""1965283"",""1965277"",""1965278""]",[],no_static_counterpart,observed_candidate
bart_live_20260911_185819,694,694,2026-09-11,operational_telemetry,medium,bart_to_antioch_numeric_namespace_with_same_capture_counterpart_check,"[""numeric_600_799_namespace"",""BART note: BART-to-Antioch trip IDs are not coordinated with schedule trip IDs"",""mandatory electric transfer north of PITT""]",[],"[""1965206"",""1965284""]",[],no_static_counterpart,observed_candidate
bart_live_20260911_185819,696,696,2026-09-11,required_counterpart_not_observed,low,bart_to_antioch_numeric_namespace_with_same_capture_counterpart_check,"[""numeric_600_799_namespace"",""BART note: BART-to-Antioch trip IDs are not coordinated with schedule trip IDs"",""mandatory electric transfer north of PITT""]",[],[],[],no_static_counterpart,required_not_observed
bart_live_20260911_185819,698,698,2026-09-11,required_counterpart_not_observed,low,bart_to_antioch_numeric_namespace_with_same_capture_counterpart_check,"[""numeric_600_799_namespace"",""BART note: BART-to-Antioch trip IDs are not coordinated with schedule trip IDs"",""mandatory electric transfer north of PITT""]",[],[],[],no_static_counterpart,required_not_observed
bart_live_20260911_185819,699,699,2026-09-11,operational_telemetry,medium,bart_to_antioch_numeric_namespace_with_same_capture_counterpart_check,"[""numeric_600_799_namespace"",""BART note: BART-to-Antioch trip IDs are not coordinated with schedule trip IDs"",""mandatory electric transfer north of PITT""]",[],"[""1965205"",""1965119"",""1965308"",""1965279"",""1965280"",""1965281"",""1965282"",""1965283"",""1965277"",""1965278""]",[],no_static_counterpart,observed_candidate
bart_live_20260911_185819,701,701,2026-09-11,operational_telemetry,medium,bart_to_antioch_numeric_namespace_with_same_capture_counterpart_check,"[""numeric_600_799_namespace"",""BART note: BART-to-Antioch trip IDs are not coordinated with schedule trip IDs"",""mandatory electric transfer north of PITT""]",[],"[""1965206"",""1965284""]",[],no_static_counterpart,observed_candidate
bart_live_20260911_185819,702,702,2026-09-11,required_counterpart_not_observed,low,bart_to_antioch_numeric_namespace_with_same_capture_counterpart_check,"[""numeric_600_799_namespace"",""BART note: BART-to-Antioch trip IDs are not coordinated with schedule trip IDs"",""mandatory electric transfer north of PITT""]",[],[],[],no_static_counterpart,required_not_observed
bart_live_20260911_185819,703,703,2026-09-11,required_counterpart_not_observed,low,bart_to_antioch_numeric_namespace_with_same_capture_counterpart_check,"[""numeric_600_799_namespace"",""BART note: BART-to-Antioch trip IDs are not coordinated with schedule trip IDs"",""mandatory electric transfer north of PITT""]",[],[],[],no_static_counterpart,required_not_observed
bart_live_20260911_185819,705,705,2026-09-11,required_counterpart_not_observed,low,bart_to_antioch_numeric_namespace_with_same_capture_counterpart_check,"[""numeric_600_799_namespace"",""BART note: BART-to-Antioch trip IDs are not coordinated with schedule trip IDs"",""mandatory electric transfer north of PITT""]",[],[],[],no_static_counterpart,required_not_observed
bart_live_20260911_185819,707,707,2026-09-11,required_counterpart_not_observed,low,bart_to_antioch_numeric_namespace_with_same_capture_counterpart_check,"[""numeric_600_799_namespace"",""BART note: BART-to-Antioch trip IDs are not coordinated with schedule trip IDs"",""mandatory electric transfer north of PITT""]",[],[],[],no_static_counterpart,required_not_observed
bart_live_20260911_185819,1965277,1965277,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965277""]",[],[],exact,not_applicable
bart_live_20260911_185819,1965278,1965278,2026-09-11,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""1965278""]",[],[],exact,not_applicable
bart_live_20260912_071605,2000721,2000721,2026-09-12,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""2000721""]",[],[],exact,not_applicable
bart_live_20260912_071605,2000566,2000566,2026-09-12,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""2000566""]",[],[],exact,not_applicable
bart_live_20260912_071605,2000567,2000567,2026-09-12,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""2000567""]",[],[],exact,not_applicable
bart_live_20260912_071605,2000621,2000621,2026-09-12,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""2000621""]",[],[],exact,not_applicable
bart_live_20260912_071605,2000568,2000568,2026-09-12,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""2000568""]",[],[],exact,not_applicable
bart_live_20260912_071605,2000622,2000622,2026-09-12,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""2000622""]",[],[],exact,not_applicable
bart_live_20260912_071605,2000569,2000569,2026-09-12,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""2000569""]",[],[],exact,not_applicable
bart_live_20260912_071605,2000623,2000623,2026-09-12,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""2000623""]",[],[],exact,not_applicable
bart_live_20260912_071605,2000624,2000624,2026-09-12,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""2000624""]",[],[],exact,not_applicable
bart_live_20260912_071605,2000625,2000625,2026-09-12,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""2000625""]",[],[],exact,not_applicable
bart_live_20260912_071605,2000565,2000565,2026-09-12,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""2000565""]",[],[],exact,not_applicable
bart_live_20260912_071605,2002130,2002130,2026-09-12,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""2002130""]",[],[],exact,not_applicable
bart_live_20260912_071605,2002131,2002131,2026-09-12,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""2002131""]",[],[],exact,not_applicable
bart_live_20260912_071605,2002128,2002128,2026-09-12,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""2002128""]",[],[],exact,not_applicable
bart_live_20260912_071605,2002145,2002145,2026-09-12,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""2002145""]",[],[],exact,not_applicable
bart_live_20260912_071605,2002137,2002137,2026-09-12,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""2002137""]",[],[],exact,not_applicable
bart_live_20260912_071605,2002147,2002147,2026-09-12,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""2002147""]",[],[],exact,not_applicable
bart_live_20260912_071605,2000425,2000425,2026-09-12,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""2000425""]",[],[],exact,not_applicable
bart_live_20260912_071605,2000492,2000492,2026-09-12,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""2000492""]",[],[],exact,not_applicable
bart_live_20260912_071605,2000426,2000426,2026-09-12,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""2000426""]",[],[],exact,not_applicable
bart_live_20260912_071605,2000493,2000493,2026-09-12,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""2000493""]",[],[],exact,not_applicable
bart_live_20260912_071605,2000427,2000427,2026-09-12,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""2000427""]",[],[],exact,not_applicable
bart_live_20260912_071605,2000494,2000494,2026-09-12,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""2000494""]",[],[],exact,not_applicable
bart_live_20260912_071605,2000495,2000495,2026-09-12,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""2000495""]",[],[],exact,not_applicable
bart_live_20260912_071605,2000496,2000496,2026-09-12,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""2000496""]",[],[],exact,not_applicable
bart_live_20260912_071605,2000497,2000497,2026-09-12,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""2000497""]",[],[],exact,not_applicable
bart_live_20260912_071605,2000422,2000422,2026-09-12,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""2000422""]",[],[],exact,not_applicable
bart_live_20260912_071605,2000498,2000498,2026-09-12,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""2000498""]",[],[],exact,not_applicable
bart_live_20260912_071605,2000423,2000423,2026-09-12,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""2000423""]",[],[],exact,not_applicable
bart_live_20260912_071605,2000424,2000424,2026-09-12,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""2000424""]",[],[],exact,not_applicable
bart_live_20260912_071605,2000811,2000811,2026-09-12,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""2000811""]",[],[],exact,not_applicable
bart_live_20260912_071605,2000847,2000847,2026-09-12,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""2000847""]",[],[],exact,not_applicable
bart_live_20260912_071605,2000806,2000806,2026-09-12,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""2000806""]",[],[],exact,not_applicable
bart_live_20260912_071605,2000848,2000848,2026-09-12,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""2000848""]",[],[],exact,not_applicable
bart_live_20260912_071605,2000807,2000807,2026-09-12,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""2000807""]",[],[],exact,not_applicable
bart_live_20260912_071605,2000849,2000849,2026-09-12,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""2000849""]",[],[],exact,not_applicable
bart_live_20260912_071605,2000808,2000808,2026-09-12,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""2000808""]",[],[],exact,not_applicable
bart_live_20260912_071605,2000809,2000809,2026-09-12,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""2000809""]",[],[],exact,not_applicable
bart_live_20260912_071605,2000810,2000810,2026-09-12,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""2000810""]",[],[],exact,not_applicable
bart_live_20260912_071605,2000934,2000934,2026-09-12,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""2000934""]",[],[],exact,not_applicable
bart_live_20260912_071605,2000986,2000986,2026-09-12,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""2000986""]",[],[],exact,not_applicable
bart_live_20260912_071605,2000935,2000935,2026-09-12,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""2000935""]",[],[],exact,not_applicable
bart_live_20260912_071605,2000988,2000988,2026-09-12,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""2000988""]",[],[],exact,not_applicable
bart_live_20260912_071605,2000989,2000989,2026-09-12,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""2000989""]",[],[],exact,not_applicable
bart_live_20260912_071605,2000990,2000990,2026-09-12,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""2000990""]",[],[],exact,not_applicable
bart_live_20260912_071605,2000991,2000991,2026-09-12,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""2000991""]",[],[],exact,not_applicable
bart_live_20260912_071605,2015187,2015187,2026-09-12,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""2015187""]",[],[],exact,not_applicable
bart_live_20260912_071605,2000992,2000992,2026-09-12,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""2000992""]",[],[],exact,not_applicable
bart_live_20260912_071605,2000932,2000932,2026-09-12,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""2000932""]",[],[],exact,not_applicable
bart_live_20260912_071605,2000933,2000933,2026-09-12,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""2000933""]",[],[],exact,not_applicable
bart_live_20260912_071605,616,616,2026-09-12,operational_telemetry,medium,bart_to_antioch_numeric_namespace_with_same_capture_counterpart_check,"[""numeric_600_799_namespace"",""BART note: BART-to-Antioch trip IDs are not coordinated with schedule trip IDs"",""mandatory electric transfer north of PITT""]",[],"[""2000492"",""2000426"",""2000493"",""2000494"",""2000495"",""2000496"",""2000497""]",[],no_static_counterpart,observed_candidate
bart_live_20260912_071605,618,618,2026-09-12,operational_telemetry,medium,bart_to_antioch_numeric_namespace_with_same_capture_counterpart_check,"[""numeric_600_799_namespace"",""BART note: BART-to-Antioch trip IDs are not coordinated with schedule trip IDs"",""mandatory electric transfer north of PITT""]",[],"[""2000427"",""2000498""]",[],no_static_counterpart,observed_candidate
bart_live_20260912_071605,620,620,2026-09-12,required_counterpart_not_observed,low,bart_to_antioch_numeric_namespace_with_same_capture_counterpart_check,"[""numeric_600_799_namespace"",""BART note: BART-to-Antioch trip IDs are not coordinated with schedule trip IDs"",""mandatory electric transfer north of PITT""]",[],[],[],no_static_counterpart,required_not_observed
bart_live_20260912_071605,621,621,2026-09-12,operational_telemetry,medium,bart_to_antioch_numeric_namespace_with_same_capture_counterpart_check,"[""numeric_600_799_namespace"",""BART note: BART-to-Antioch trip IDs are not coordinated with schedule trip IDs"",""mandatory electric transfer north of PITT""]",[],"[""2000492"",""2000426"",""2000493"",""2000494"",""2000495"",""2000496"",""2000497""]",[],no_static_counterpart,observed_candidate
bart_live_20260912_071605,622,622,2026-09-12,required_counterpart_not_observed,low,bart_to_antioch_numeric_namespace_with_same_capture_counterpart_check,"[""numeric_600_799_namespace"",""BART note: BART-to-Antioch trip IDs are not coordinated with schedule trip IDs"",""mandatory electric transfer north of PITT""]",[],[],[],no_static_counterpart,required_not_observed
bart_live_20260912_071605,623,623,2026-09-12,operational_telemetry,medium,bart_to_antioch_numeric_namespace_with_same_capture_counterpart_check,"[""numeric_600_799_namespace"",""BART note: BART-to-Antioch trip IDs are not coordinated with schedule trip IDs"",""mandatory electric transfer north of PITT""]",[],"[""2000427"",""2000498""]",[],no_static_counterpart,observed_candidate
bart_live_20260912_071605,625,625,2026-09-12,required_counterpart_not_observed,low,bart_to_antioch_numeric_namespace_with_same_capture_counterpart_check,"[""numeric_600_799_namespace"",""BART note: BART-to-Antioch trip IDs are not coordinated with schedule trip IDs"",""mandatory electric transfer north of PITT""]",[],[],[],no_static_counterpart,required_not_observed
bart_live_20260912_071605,627,627,2026-09-12,required_counterpart_not_observed,low,bart_to_antioch_numeric_namespace_with_same_capture_counterpart_check,"[""numeric_600_799_namespace"",""BART note: BART-to-Antioch trip IDs are not coordinated with schedule trip IDs"",""mandatory electric transfer north of PITT""]",[],[],[],no_static_counterpart,required_not_observed
bart_live_20260912_071605,629,629,2026-09-12,required_counterpart_not_observed,low,bart_to_antioch_numeric_namespace_with_same_capture_counterpart_check,"[""numeric_600_799_namespace"",""BART note: BART-to-Antioch trip IDs are not coordinated with schedule trip IDs"",""mandatory electric transfer north of PITT""]",[],[],[],no_static_counterpart,required_not_observed
bart_live_20260912_192815,2000659,2000659,2026-09-12,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""2000659""]",[],[],exact,not_applicable
bart_live_20260912_192815,2000660,2000660,2026-09-12,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""2000660""]",[],[],exact,not_applicable
bart_live_20260912_192815,2000661,2000661,2026-09-12,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""2000661""]",[],[],exact,not_applicable
bart_live_20260912_192815,2000662,2000662,2026-09-12,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""2000662""]",[],[],exact,not_applicable
bart_live_20260912_192815,2000603,2000603,2026-09-12,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""2000603""]",[],[],exact,not_applicable
bart_live_20260912_192815,2000604,2000604,2026-09-12,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""2000604""]",[],[],exact,not_applicable
bart_live_20260912_192815,2000605,2000605,2026-09-12,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""2000605""]",[],[],exact,not_applicable
bart_live_20260912_192815,2002094,2002094,2026-09-12,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""2002094""]",[],[],exact,not_applicable
bart_live_20260912_192815,2002093,2002093,2026-09-12,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""2002093""]",[],[],exact,not_applicable
bart_live_20260912_192815,2002176,2002176,2026-09-12,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""2002176""]",[],[],exact,not_applicable
bart_live_20260912_192815,2002177,2002177,2026-09-12,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""2002177""]",[],[],exact,not_applicable
bart_live_20260912_192815,2000531,2000531,2026-09-12,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""2000531""]",[],[],exact,not_applicable
bart_live_20260912_192815,2000532,2000532,2026-09-12,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""2000532""]",[],[],exact,not_applicable
bart_live_20260912_192815,2000533,2000533,2026-09-12,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""2000533""]",[],[],exact,not_applicable
bart_live_20260912_192815,2000458,2000458,2026-09-12,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""2000458""]",[],[],exact,not_applicable
bart_live_20260912_192815,2000534,2000534,2026-09-12,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""2000534""]",[],[],exact,not_applicable
bart_live_20260912_192815,2000459,2000459,2026-09-12,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""2000459""]",[],[],exact,not_applicable
bart_live_20260912_192815,2000535,2000535,2026-09-12,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""2000535""]",[],[],exact,not_applicable
bart_live_20260912_192815,2000418,2000418,2026-09-12,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""2000418""]",[],[],exact,not_applicable
bart_live_20260912_192815,2000419,2000419,2026-09-12,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""2000419""]",[],[],exact,not_applicable
bart_live_20260912_192815,2000460,2000460,2026-09-12,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""2000460""]",[],[],exact,not_applicable
bart_live_20260912_192815,2000529,2000529,2026-09-12,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""2000529""]",[],[],exact,not_applicable
bart_live_20260912_192815,2000461,2000461,2026-09-12,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""2000461""]",[],[],exact,not_applicable
bart_live_20260912_192815,2000530,2000530,2026-09-12,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""2000530""]",[],[],exact,not_applicable
bart_live_20260912_192815,2000462,2000462,2026-09-12,exact,high,trip_id+canonical_service_date,"[""GTFS-RT trip_id equals static trips.txt trip_id"",""canonical service date""]","[""2000462""]",[],[],exact,not_applicable
bart_live_20260912_192815,400192630,400192630,2026-09-12,realtime_only,low,no_static_trip_id_match,"[""GTFS-RT update retained"",""no static GTFS trip_id match""]",[],[],[],no_static_counterpart,not_applicable
